Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg
192.168.10.19-91.189.89.198-123-123-17,192.168.10.19,123,91.189.89.198,123,17,03-07-2017 14:09,65094156,2,2,96,96,48,48,48,0,48,48,48,0,2.949573538,0.061449449,2.17E+07,3.74E+07,6.49E+07,94029,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,0,0,0,0,16,16,0.030724724,0.030724724,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.9-192.168.10.3-123-123-17,192.168.10.9,123,192.168.10.3,123,17,03-07-2017 14:09,135,2,2,96,96,48,48,48,0,48,48,48,0,1422222.222,29629.62963,45,71.8818475,128,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,16,16,14814.81481,14814.81481,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-209.208.79.69-123-123-17,192.168.10.19,123,209.208.79.69,123,17,03-07-2017 14:09,69063459,2,2,96,96,48,48,48,0,48,48,48,0,2.780051894,0.057917748,2.30E+07,3.98E+07,6.89E+07,63153,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028958874,0.028958874,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-45.76.92.117-123-123-17,192.168.10.19,123,45.76.92.117,123,17,03-07-2017 14:09,68111541,2,2,96,96,48,48,48,0,48,48,48,0,2.818905536,0.058727199,2.27E+07,3.91E+07,6.79E+07,111529,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,16,16,0.029363599,0.029363599,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-38.88.18.251-123-123-17,192.168.10.17,123,38.88.18.251,123,17,03-07-2017 14:09,66088474,2,2,96,96,48,48,48,0,48,48,48,0,2.905196449,0.060524926,2.20E+07,3.80E+07,6.59E+07,88429,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,16,16,0.030262463,0.030262463,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-138.68.46.177-123-123-17,192.168.10.19,123,138.68.46.177,123,17,03-07-2017 14:09,67092610,2,2,96,96,48,48,48,0,48,48,48,0,2.861716067,0.059619085,2.24E+07,3.86E+07,6.69E+07,92597,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029809542,0.029809542,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-73.37.183.90-123-123-17,192.168.10.19,123,73.37.183.90,123,17,03-07-2017 14:09,68068408,2,2,96,96,48,48,48,0,48,48,48,0,2.820691796,0.058764412,2.27E+07,3.92E+07,6.79E+07,68495,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,16,16,0.029382206,0.029382206,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-192.168.10.3-123-123-17,192.168.10.19,123,192.168.10.3,123,17,03-07-2017 14:09,68000085,4,4,192,192,48,48,48,0,48,48,48,0,5.647051765,0.117646912,9714297.857,2.57E+07,6.80E+07,4,6.80E+07,2.27E+07,3.93E+07,6.80E+07,4,6.80E+07,2.27E+07,3.93E+07,6.80E+07,48,0,0,0,0,32,32,0.058823456,0.058823456,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-64.6.144.6-123-123-17,192.168.10.19,123,64.6.144.6,123,17,03-07-2017 14:09,69074464,2,2,96,96,48,48,48,0,48,48,48,0,2.779608974,0.05790852,2.30E+07,3.98E+07,6.89E+07,73539,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.02895426,0.02895426,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-45.127.112.2-123-123-17,192.168.10.17,123,45.127.112.2,123,17,03-07-2017 14:09,67022213,2,2,96,96,48,48,48,0,48,48,48,0,2.86472188,0.059681706,2.23E+07,3.87E+07,6.70E+07,22167,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029840853,0.029840853,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-159.203.158.197-123-123-17,192.168.10.19,123,159.203.158.197,123,17,03-07-2017 14:09,66023477,2,2,96,96,48,48,48,0,48,48,48,0,2.908056478,0.06058451,2.20E+07,3.81E+07,6.60E+07,23485,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,16,16,0.030292255,0.030292255,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-69.164.202.202-123-123-17,192.168.10.19,123,69.164.202.202,123,17,03-07-2017 14:09,68057284,2,2,96,96,48,48,48,0,48,48,48,0,2.821152839,0.058774017,2.27E+07,3.92E+07,6.79E+07,57299,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,16,16,0.029387009,0.029387009,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.3-192.168.10.1-61325-53-17,192.168.10.3,61325,192.168.10.1,53,17,03-07-2017 14:06,30602,1,1,54,70,54,54,54,0,70,70,70,0,4052.022744,65.35520554,30602,0,30602,30602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.67760277,32.67760277,54,70,62,11.3137085,128,0,0,0,0,0,0,0,0,1,62,54,70
192.168.10.3-192.168.10.1-60107-53-17,192.168.10.3,60107,192.168.10.1,53,17,03-07-2017 14:07,60758,1,1,53,119,53,53,53,0,119,119,119,0,2830.902926,32.91747589,60758,0,60758,60758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16.45873794,16.45873794,53,119,86,46.66904756,2178,0,0,0,0,0,0,0,0,1,86,53,119
192.168.10.50-192.168.10.3-56772-3268-6,192.168.10.50,56772,192.168.10.3,3268,6,03-07-2017 14:09,90669301,54,34,9488,7680,403,0,175.7037037,165.0056179,632,72,225.8823529,169.3688399,189.3474397,0.970560036,1042175.874,5691433.738,4.72E+07,2,9.07E+07,1710741.528,7239222.228,4.72E+07,2,9.07E+07,2747540.939,9071705.117,4.72E+07,3,34,34,0,0,1728,1088,0.595570931,0.374989105,0,632,195.0909091,167.5443764,28071.11808,0,0,0,68,88,0,0,0,0.62962963,195.0909091,175.7037037,225.8823529
192.168.10.50-192.168.10.3-55726-389-6,192.168.10.50,55726,192.168.10.3,389,6,03-07-2017 14:09,90669442,76,44,11506,16396,403,0,151.3947368,154.2947032,1173,126,372.6363636,275.5312071,307.7332273,1.323488899,761928.084,4400437.055,4.08E+07,1,9.07E+07,1208925.893,5507249.43,4.08E+07,2,9.07E+07,2108583.372,7178282.582,4.08E+07,1,44,44,0,0,2432,1408,0.838209636,0.485279263,0,1173,232.5166667,232.1615268,53898.97451,0,0,0,88,120,0,0,0,0.578947368,232.5166667,151.3947368,372.6363636
192.168.10.14-93.184.216.182-49897-443-6,192.168.10.14,49897,93.184.216.182,443,6,03-07-2017 14:09,117245184,14,13,844,5632,234,0,60.28571429,82.49795202,2077,0,433.2307692,721.1737139,55.23467813,0.230286644,4509430.154,1.59E+07,5.90E+07,2,1.17E+08,9018860.308,2.20E+07,5.90E+07,49,1.17E+08,9763937.833,2.28E+07,5.90E+07,2,7,7,0,0,292,272,0.11940789,0.110878755,0,2077,239.8518519,528.6823755,279505.0541,0,2,0,14,26,0,0,0,0.928571429,239.8518519,60.28571429,433.2307692
192.168.10.9-192.168.10.3-65072-53-17,192.168.10.9,65072,192.168.10.3,53,17,03-07-2017 14:05,24293,2,2,84,220,42,42,42,0,110,110,110,0,12513.89289,164.6564854,8097.666667,13980.55408,24241,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,16,16,82.3282427,82.3282427,42,110,76,39.2598183,1541.333333,0,0,0,0,0,0,0,0,1,76,42,110
192.168.10.3-192.168.10.1-62500-53-17,192.168.10.3,62500,192.168.10.1,53,17,03-07-2017 14:06,30449,1,1,56,94,56,56,56,0,94,94,94,0,4926.270157,65.68360209,30449,0,30449,30449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.84180104,32.84180104,56,94,75,26.87005769,722,0,0,0,0,0,0,0,0,1,75,56,94
192.168.10.3-192.168.10.1-61539-53-17,192.168.10.3,61539,192.168.10.1,53,17,03-07-2017 14:09,304962,1,1,57,236,57,57,57,0,236,236,236,0,960.7754409,6.558194136,304962,0,304962,304962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.279097068,3.279097068,57,236,146.5,126.5721138,16020.5,0,0,0,0,0,0,0,0,1,146.5,57,236
192.168.10.19-184.105.182.7-123-123-17,192.168.10.19,123,184.105.182.7,123,17,03-07-2017 14:10,68080940,2,2,96,96,48,48,48,0,48,48,48,0,2.820172577,0.058753595,2.27E+07,3.92E+07,6.79E+07,80961,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,16,16,0.029376798,0.029376798,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-192.168.10.3-55132-53-17,192.168.10.14,55132,192.168.10.3,53,17,03-07-2017 14:09,176,2,2,70,102,35,35,35,0,51,51,51,0,977272.7273,22727.27273,58.66666667,96.41749495,170,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,16,16,11363.63636,11363.63636,35,51,43,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,43,35,51
192.168.10.3-192.168.10.1-61113-53-17,192.168.10.3,61113,192.168.10.1,53,17,03-07-2017 14:06,60884,1,1,41,245,41,41,41,0,245,245,245,0,4697.45746,32.84935287,60884,0,60884,60884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16.42467643,16.42467643,41,245,143,144.2497834,20808,0,0,0,0,0,0,0,0,1,143,41,245
192.168.10.14-192.168.10.3-61038-53-17,192.168.10.14,61038,192.168.10.3,53,17,03-07-2017 14:06,340,2,2,62,242,31,31,31,0,121,121,121,0,894117.6471,11764.70588,113.3333333,154.5714506,290,3,47,47,0,47,47,3,3,0,3,3,0,0,0,0,16,16,5882.352941,5882.352941,31,121,76,51.96152423,2700,0,0,0,0,0,0,0,0,1,76,31,121
192.168.10.3-192.168.10.1-61593-53-17,192.168.10.3,61593,192.168.10.1,53,17,03-07-2017 14:06,16389128,2,2,97,211,53,44,48.5,6.363961031,117,94,105.5,16.26345597,18.79294615,0.244064236,5463042.667,9408710.726,1.63E+07,30572,1.64E+07,1.64E+07,0,1.64E+07,1.64E+07,1.64E+07,1.64E+07,0,1.64E+07,1.64E+07,0,0,0,0,16,16,0.122032118,0.122032118,44,117,77,34.41898701,1184.666667,0,0,0,0,0,0,0,0,1,77,48.5,105.5
192.168.10.14-93.184.216.180-49912-443-6,192.168.10.14,49912,93.184.216.180,443,6,03-07-2017 14:09,118997559,30,36,1253,34454,411,0,41.76666667,88.71833902,3272,0,957.0555556,1053.068033,300.0649786,0.554633226,1830731.677,1.02E+07,5.88E+07,0,1.19E+08,4103364.103,1.51E+07,5.88E+07,18,1.19E+08,3397701.6,1.38E+07,5.89E+07,0,9,18,0,0,612,732,0.252106012,0.302527214,0,3272,541.0151515,900.8567289,811542.8459,0,2,0,27,65,0,0,0,1.2,541.0151515,41.76666667,957.0555556
192.168.10.12-192.168.10.255-138-138-17,192.168.10.12,138,192.168.10.255,138,17,03-07-2017 14:07,43,24,0,5316,0,233,210,221.5,11.74734012,0,0,0,0,1.24E+08,558139.5349,1.869565217,1.217461884,7,1,43,1.869565217,1.217461884,7,1,0,0,0,0,0,0,0,0,0,192,0,558139.5349,0,210,233,221.5,11.74734012,138,0,0,0,0,0,0,0,0,0,221.5,221.5,0
192.168.10.17-192.168.10.255-138-138-17,192.168.10.17,138,192.168.10.255,138,17,03-07-2017 14:07,60,12,0,2820,0,235,235,235,0,0,0,0,0,4.70E+07,200000,5.454545455,11.50967972,40,1,60,5.454545455,11.50967972,40,1,0,0,0,0,0,0,0,0,0,96,0,200000,0,235,235,235,0,0,0,0,0,0,0,0,0,0,0,235,235,0
192.168.10.14-172.217.12.198-49932-443-6,192.168.10.14,49932,172.217.12.198,443,6,03-07-2017 14:09,118180543,16,19,1045,5357,409,0,65.3125,110.6512351,1430,0,281.9473684,471.0173945,54.17135374,0.296157042,3475898.324,1.40E+07,5.88E+07,1,1.18E+08,7878702.867,2.07E+07,5.88E+07,17,1.18E+08,6563568,1.90E+07,5.89E+07,1,8,11,0,0,344,392,0.135386076,0.160770965,0,1430,182.9142857,367.2118615,134844.5513,0,2,0,19,34,0,0,0,1.1875,182.9142857,65.3125,281.9473684
192.168.10.3-192.168.10.1-60512-53-17,192.168.10.3,60512,192.168.10.1,53,17,03-07-2017 14:02,60746,1,1,56,188,56,56,56,0,188,188,188,0,4016.725381,32.92397853,60746,0,60746,60746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16.46198927,16.46198927,56,188,122,93.33809512,8712,0,0,0,0,0,0,0,0,1,122,56,188
192.168.10.3-192.168.10.1-61916-53-17,192.168.10.3,61916,192.168.10.1,53,17,03-07-2017 14:06,91382,1,1,48,113,48,48,48,0,113,113,113,0,1761.834935,21.88614826,91382,0,91382,91382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.94307413,10.94307413,48,113,80.5,45.96194078,2112.5,0,0,0,0,0,0,0,0,1,80.5,48,113
192.168.10.14-192.168.10.3-63537-53-17,192.168.10.14,63537,192.168.10.3,53,17,03-07-2017 14:06,232,2,2,60,264,30,30,30,0,132,132,132,0,1396551.724,17241.37931,77.33333333,49.94330119,135,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,16,16,8620.689655,8620.689655,30,132,81,58.88972746,3468,0,0,0,0,0,0,0,0,1,81,30,132
192.168.10.3-192.168.10.1-62487-53-17,192.168.10.3,62487,192.168.10.1,53,17,03-07-2017 14:02,558,1,1,59,317,59,59,59,0,317,317,317,0,673835.1254,3584.229391,558,0,558,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1792.114695,1792.114695,59,317,188,182.4335495,33282,0,0,0,0,0,0,0,0,1,188,59,317
192.168.10.3-192.168.10.1-62061-53-17,192.168.10.3,62061,192.168.10.1,53,17,03-07-2017 14:09,87860645,2,2,112,274,58,54,56,2.828427125,143,131,137,8.485281374,4.393320809,0.045526641,2.93E+07,5.06E+07,8.78E+07,32511,8.78E+07,8.78E+07,0,8.78E+07,8.78E+07,8.78E+07,8.78E+07,0,8.78E+07,8.78E+07,0,0,0,0,16,16,0.02276332,0.02276332,54,143,96.5,47.0496192,2213.666667,0,0,0,0,0,0,0,0,1,96.5,56,137
192.168.10.3-192.168.10.1-60843-53-17,192.168.10.3,60843,192.168.10.1,53,17,03-07-2017 14:04,23524,1,1,43,91,43,43,43,0,91,91,91,0,5696.310151,85.0195545,23524,0,23524,23524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,42.50977725,42.50977725,43,91,67,33.9411255,1152,0,0,0,0,0,0,0,0,1,67,43,91
192.168.10.3-192.168.10.1-61384-53-17,192.168.10.3,61384,192.168.10.1,53,17,03-07-2017 14:07,61124,1,1,64,157,64,64,64,0,157,157,157,0,3615.601073,32.7203717,61124,0,61124,61124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16.36018585,16.36018585,64,157,110.5,65.76093065,4324.5,0,0,0,0,0,0,0,0,1,110.5,64,157
192.168.10.19-97.127.97.146-123-123-17,192.168.10.19,123,97.127.97.146,123,17,03-07-2017 14:10,69047838,2,2,96,96,48,48,48,0,48,48,48,0,2.780680838,0.057930851,2.30E+07,3.98E+07,6.90E+07,47871,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028965425,0.028965425,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-38.126.113.11-123-123-17,192.168.10.19,123,38.126.113.11,123,17,03-07-2017 14:10,69087854,2,2,96,96,48,48,48,0,48,48,48,0,2.779070255,0.057897297,2.30E+07,3.97E+07,6.89E+07,87837,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.028948648,0.028948648,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.5-192.168.10.3-49159-445-6,192.168.10.5,49159,192.168.10.3,445,6,03-07-2017 14:10,119998611,12,12,10,2,1,0,0.833333333,0.389249472,1,0,0.166666667,0.389249472,0.100001158,0.200002315,5217330.913,1.16E+07,3.00E+07,2,1.20E+08,1.09E+07,1.51E+07,3.00E+07,2,1.20E+08,1.09E+07,1.51E+07,3.00E+07,2,0,0,0,0,264,360,0.100001158,0.100001158,0,1,0.5,0.510753918,0.260869565,0,0,0,0,24,0,0,0,1,0.5,0.833333333,0.166666667
192.168.10.14-192.168.10.3-54669-53-17,192.168.10.14,54669,192.168.10.3,53,17,03-07-2017 14:09,199,2,2,80,112,40,40,40,0,56,56,56,0,964824.1206,20100.50251,66.33333333,74.21814693,148,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,16,16,10050.25126,10050.25126,40,56,48,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,48,40,56
192.168.10.14-192.168.10.3-62183-53-17,192.168.10.14,62183,192.168.10.3,53,17,03-07-2017 14:06,31046,2,2,90,210,45,45,45,0,105,105,105,0,9663.08059,128.8410745,10348.66667,17918.35429,31039,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,16,16,64.42053727,64.42053727,45,105,75,34.64101615,1200,0,0,0,0,0,0,0,0,1,75,45,105
192.168.10.3-192.168.10.1-62402-53-17,192.168.10.3,62402,192.168.10.1,53,17,03-07-2017 14:01,30906,1,1,56,84,56,56,56,0,84,84,84,0,4529.864751,64.71235359,30906,0,30906,30906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.35617679,32.35617679,56,84,70,19.79898987,392,0,0,0,0,0,0,0,0,1,70,56,84
192.168.10.51-224.0.0.251-5353-5353-17,192.168.10.51,5353,224.0.0.251,5353,17,03-07-2017 14:09,89837295,273,0,38298,0,276,39,140.2857143,88.35447728,0,0,0,0,426.30402,3.038827026,330284.1728,2599963.834,3.20E+07,0,8.98E+07,330284.1728,2599963.834,3.20E+07,0,0,0,0,0,0,0,0,0,0,2184,0,3.038827026,0,39,276,140.2857143,88.35447728,7806.513655,0,0,0,0,0,0,0,0,0,140.2857143,140.2857143,0
192.168.10.3-192.168.10.1-61802-53-17,192.168.10.3,61802,192.168.10.1,53,17,03-07-2017 14:06,471756,2,2,90,203,46,44,45,1.414213562,112,91,101.5,14.8492424,621.0837806,8.478959462,157252,183979.684,369361,40909,102395,102395,0,102395,102395,410270,410270,0,410270,410270,0,0,0,0,16,16,4.239479731,4.239479731,44,112,73.25,33.73796082,1138.25,0,0,0,0,0,0,0,0,1,73.25,45,101.5
192.168.10.3-192.168.10.1-61000-53-17,192.168.10.3,61000,192.168.10.1,53,17,03-07-2017 14:09,53987,1,1,46,101,46,46,46,0,101,101,101,0,2722.87773,37.04595551,53987,0,53987,53987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18.52297775,18.52297775,46,101,73.5,38.89087297,1512.5,0,0,0,0,0,0,0,0,1,73.5,46,101
192.168.10.3-192.168.10.1-62319-53-17,192.168.10.3,62319,192.168.10.1,53,17,03-07-2017 14:06,7578309,2,2,104,246,52,52,52,0,133,113,123,14.14213562,46.18444563,0.527822236,2526103,4322356.174,7517130,30496,7547813,7547813,0,7547813,7547813,7547626,7547626,0,7547626,7547626,0,0,0,0,16,16,0.263911118,0.263911118,52,133,87.5,41.79712909,1747,0,0,0,0,0,0,0,0,1,87.5,52,123
192.168.10.3-192.168.10.1-61135-53-17,192.168.10.3,61135,192.168.10.1,53,17,03-07-2017 14:06,30664,1,1,55,105,55,55,55,0,105,105,105,0,5217.84503,65.22306288,30664,0,30664,30664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.61153144,32.61153144,55,105,80,35.35533906,1250,0,0,0,0,0,0,0,0,1,80,55,105
192.168.10.14-192.168.10.3-63209-53-17,192.168.10.14,63209,192.168.10.3,53,17,03-07-2017 14:06,1001,2,2,62,424,31,31,31,0,212,212,212,0,485514.4855,3996.003996,333.6666667,534.2343431,950,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,16,16,1998.001998,1998.001998,31,212,121.5,104.5003987,10920.33333,0,0,0,0,0,0,0,0,1,121.5,31,212
192.168.10.14-23.194.108.168-49978-443-6,192.168.10.14,49978,23.194.108.168,443,6,03-07-2017 14:10,327055,9,9,780,5736,256,0,86.66666667,107.8691337,1460,0,637.3333333,589.4117831,19923.2545,55.03661464,19238.52941,31659.18164,127009,1,327055,40881.875,50533.29096,151258,179,176234,22029.25,28241.41136,77402,49,4,5,0,0,192,192,27.51830732,27.51830732,0,1460,362,499.2281101,249228.7059,0,2,0,9,17,0,0,0,1,362,86.66666667,637.3333333
192.168.10.14-165.254.0.104-49961-80-6,192.168.10.14,49961,165.254.0.104,80,6,03-07-2017 14:09,2190964,83,107,969,217652,379,0,11.6746988,61.12564199,4380,0,2034.130841,873.1168208,99783.01789,86.71981831,11592.40212,141753.5046,1948102,1,2190842,26717.58537,215111.9859,1948102,1,2167803,20450.9717,198169.1541,2040933,1,3,5,0,0,1672,2152,37.882868,48.83695031,0,4380,1150.636842,1200.317987,1440763.27,0,2,0,8,189,0,0,0,1.289156627,1150.636842,11.6746988,2034.130841
192.168.10.3-192.168.10.1-61546-53-17,192.168.10.3,61546,192.168.10.1,53,17,03-07-2017 14:09,31443,1,1,44,90,44,44,44,0,90,90,90,0,4261.679865,63.60716217,31443,0,31443,31443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,31.80358108,31.80358108,44,90,67,32.52691193,1058,0,0,0,0,0,0,0,0,1,67,44,90
192.168.10.3-192.168.10.1-60990-53-17,192.168.10.3,60990,192.168.10.1,53,17,03-07-2017 14:06,30466,1,1,56,72,56,56,56,0,72,72,72,0,4201.404845,65.6469507,30466,0,30466,30466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.82347535,32.82347535,56,72,64,11.3137085,128,0,0,0,0,0,0,0,0,1,64,56,72
192.168.10.3-192.168.10.1-62498-53-17,192.168.10.3,62498,192.168.10.1,53,17,03-07-2017 14:06,30501,1,1,60,88,60,60,60,0,88,88,88,0,4852.299925,65.5716206,30501,0,30501,30501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.7858103,32.7858103,60,88,74,19.79898987,392,0,0,0,0,0,0,0,0,1,74,60,88
192.168.10.3-192.168.10.1-62074-53-17,192.168.10.3,62074,192.168.10.1,53,17,03-07-2017 14:06,37377,1,1,40,56,40,40,40,0,56,56,56,0,2568.424432,53.50884234,37377,0,37377,37377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,26.75442117,26.75442117,40,56,48,11.3137085,128,0,0,0,0,0,0,0,0,1,48,40,56
192.168.10.3-192.168.10.1-61720-53-17,192.168.10.3,61720,192.168.10.1,53,17,03-07-2017 14:05,50528,1,1,55,94,55,55,55,0,94,94,94,0,2948.860038,39.58201393,50528,0,50528,50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19.79100697,19.79100697,55,94,74.5,27.57716447,760.5,0,0,0,0,0,0,0,0,1,74.5,55,94
192.168.10.14-192.168.10.3-64957-53-17,192.168.10.14,64957,192.168.10.3,53,17,03-07-2017 14:09,31163,2,2,88,224,44,44,44,0,112,112,112,0,10011.87305,128.3573469,10387.66667,17985.03824,31155,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,16,16,64.17867343,64.17867343,44,112,78,39.2598183,1541.333333,0,0,0,0,0,0,0,0,1,78,44,112
192.168.10.3-192.168.10.1-61141-53-17,192.168.10.3,61141,192.168.10.1,53,17,03-07-2017 14:06,30921,1,1,45,108,45,45,45,0,108,108,108,0,4948.093529,64.68096116,30921,0,30921,30921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.34048058,32.34048058,45,108,76.5,44.54772721,1984.5,0,0,0,0,0,0,0,0,1,76.5,45,108
192.168.10.3-192.168.10.1-61791-53-17,192.168.10.3,61791,192.168.10.1,53,17,03-07-2017 14:06,31361,1,1,47,79,47,47,47,0,79,79,79,0,4017.729026,63.77347661,31361,0,31361,31361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,31.88673831,31.88673831,47,79,63,22.627417,512,0,0,0,0,0,0,0,0,1,63,47,79
192.168.10.3-192.168.10.1-61577-53-17,192.168.10.3,61577,192.168.10.1,53,17,03-07-2017 14:02,556,1,1,58,139,58,58,58,0,139,139,139,0,354316.5468,3597.122302,556,0,556,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1798.561151,1798.561151,58,139,98.5,57.27564928,3280.5,0,0,0,0,0,0,0,0,1,98.5,58,139
192.168.10.3-192.168.10.1-60162-53-17,192.168.10.3,60162,192.168.10.1,53,17,03-07-2017 14:06,61053,1,1,54,92,54,54,54,0,92,92,92,0,2391.36488,32.75842301,61053,0,61053,61053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16.3792115,16.3792115,54,92,73,26.87005769,722,0,0,0,0,0,0,0,0,1,73,54,92
192.168.10.3-192.168.10.1-60798-53-17,192.168.10.3,60798,192.168.10.1,53,17,03-07-2017 14:06,120814,1,1,43,277,43,43,43,0,277,277,277,0,2648.699654,16.55437284,120814,0,120814,120814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.277186419,8.277186419,43,277,160,165.4629868,27378,0,0,0,0,0,0,0,0,1,160,43,277
